names,scores,logfoldchanges,pvals,pvals_adj
NACC2,-4.7856236,-0.4926868,1.7045728848404437e-06,5.7384786832701485e-06
FNDC10,-4.7857127,-0.85912305,1.7038179745298836e-06,5.73698914915518e-06
ALG8,-4.7864637,-0.38822123,1.6974573723441918e-06,5.717669200809339e-06
AP4M1,-4.7894845,-0.5524618,1.6721031492234021e-06,5.634333992088619e-06
HAGH,-4.7929487,-0.1392107,1.6434747165070288e-06,5.5419355867374755e-06
ABCA10,-4.793267,-2.3890448,1.6408710301792485e-06,5.534172113358043e-06
ZNF514,-4.793698,-0.5399388,1.6373489964968846e-06,5.523307904589252e-06
JRK,-4.7972746,-0.6179506,1.6083892863127606e-06,5.4266144222691285e-06
ORMDL1,-4.7975616,-0.05494806,1.6060861600197972e-06,5.419839732424829e-06
WASF3,-4.8002176,-1.9048867,1.584931258860524e-06,5.3504178790104945e-06
C15orf40,-4.8037004,-0.1848881,1.5575977540834487e-06,5.262983504366249e-06
SLC11A2,-4.8048015,-0.21914855,1.5490501571571511e-06,5.236029075029907e-06
TKT,-4.805122,-0.047488365,1.546573211214397e-06,5.228619173468522e-06
EDN3,-4.805343,-0.5671556,1.5448614056920845e-06,5.223793788197489e-06
ATP6V1B1,-4.8057823,-3.1477065,1.541476172259104e-06,5.213307054494273e-06
PINK1,-4.808409,-0.17878656,1.52135926348782e-06,5.148116003851799e-06
FRA10AC1,-4.81055,-0.19746648,1.5051550793523943e-06,5.094221642763006e-06
GOSR1,-4.811257,-0.12037108,1.499839441754618e-06,5.0771666648334335e-06
MISP3,-4.81425,-0.72247875,1.4775362518295633e-06,5.00443518167176e-06
HEMK1,-4.8143635,-0.442128,1.4766983578673571e-06,5.002520027454344e-06
FBLN7,-4.815839,-0.6583874,1.4658281364000236e-06,4.967528684466747e-06
TMEM67,-4.8192835,-0.67574185,1.4407479243448934e-06,4.88794764207254e-06
EPRS1,-4.8197336,-0.04466976,1.4375007151844143e-06,4.877832310386441e-06
COX11,-4.821423,-0.1866201,1.4253769536299836e-06,4.837587106395588e-06
IL6ST,-4.82692,-0.10174605,1.3866064311942913e-06,4.708614884993228e-06
CDH5,-4.8271484,-1.9510995,1.3850187441931774e-06,4.704093444715303e-06
SMIM27,-4.8272476,-0.06519897,1.3843281492868828e-06,4.702617788909613e-06
LCORL,-4.827822,-0.25990528,1.3803433808096413e-06,4.689949077543638e-06
CLMN,-4.8342896,-0.46843228,1.3362206620213186e-06,4.541715582260908e-06
NME6,-4.836401,-0.20050609,1.3221103163734957e-06,4.49625255027482e-06
FAM167A,-4.8407993,-1.9714425,1.2931780675976706e-06,4.399489067845253e-06
TMEM106C,-4.8413515,-0.23853487,1.289589428166973e-06,4.388093308112267e-06
PRRT3,-4.842119,-0.7612587,1.2846152896185088e-06,4.371978004204901e-06
IGKV4-1,-4.8430834,-2.4193888,1.2783954727090439e-06,4.353230577598433e-06
CTDSP2,-4.854261,-0.14723258,1.2083668423066053e-06,4.118586150286167e-06
TP53RK,-4.8567395,-0.22078189,1.1933441127842051e-06,4.069649192947769e-06
HSPB11,-4.8570533,-0.087933846,1.19145591426636e-06,4.063964711470302e-06
MYO10,-4.8593197,-0.40629956,1.1778966528273902e-06,4.019208407835664e-06
ZNF428,-4.8597627,-0.06827016,1.1752644116647667e-06,4.010972093415758e-06
MSMO1,-4.8603535,-0.1450173,1.1717635593228415e-06,4.001255479398678e-06
HACD1,-4.8610106,-0.464716,1.167880377518881e-06,3.98873727894795e-06
EIF2S2,-4.863434,-0.049100764,1.1536650335682022e-06,3.940919754668978e-06
DYNC1LI2,-4.86859,-0.062014483,1.123974478905124e-06,3.841640991656177e-06
ADAMTS5,-4.8686104,-2.7807288,1.1238561967946214e-06,3.841640991656177e-06
MRPS28,-4.868712,-0.15549126,1.1232807985275735e-06,3.840699951911504e-06
GLDN,-4.8700557,-2.2863157,1.1156690640850457e-06,3.815384556838428e-06
EPHX4,-4.8708844,-3.0668797,1.1109994936316816e-06,3.8001232679901833e-06
SMARCB1,-4.872494,-0.09826915,1.1019809244436215e-06,3.7699779678981435e-06
ABHD17A,-4.875367,-0.06927186,1.0860639004857526e-06,3.7169094644583236e-06
H1-10,-4.875683,-0.046112392,1.0843281064693325e-06,3.711660768621069e-06
RGCC,-4.877638,-0.12464561,1.073637752580467e-06,3.676438413862356e-06
NOSIP,-4.878624,-0.12553847,1.0682864314067463e-06,3.6594789490782214e-06
AGBL5,-4.880172,-0.93545496,1.0599351719688475e-06,3.6315487390408674e-06
RAB2A,-4.881909,-0.05162369,1.050638739169249e-06,3.6003691470486335e-06
RGS12,-4.8821464,-0.38278708,1.0493726016743059e-06,3.5967015753858376e-06
NSUN7,-4.88579,-1.1531715,1.0301508122742332e-06,3.532797733314755e-06
GOPC,-4.886979,-0.09725179,1.0239505002703616e-06,3.5121903858516922e-06
MYRIP,-4.8890123,-2.0897868,1.0134321851553864e-06,3.477411390700439e-06
DUOX1,-4.890724,-0.51950604,1.004657639086561e-06,3.4479474600501577e-06
PTPN4,-4.8937945,-0.12432117,9.891002645131007e-07,3.396020185623637e-06
CLDN5,-4.8970933,-2.5363863,9.726477006829132e-07,3.3405881841075513e-06
MAGEF1,-4.899028,-0.28451648,9.631195761002474e-07,3.3091015226004197e-06
PINLYP,-4.900618,-0.89758265,9.553553446411878e-07,3.283653965360698e-06
CLTB,-4.901183,-0.08354625,9.526125405726943e-07,3.2748397036987904e-06
SHISA6,-4.901953,-3.124575,9.488853020124293e-07,3.2626372715824373e-06
ANKRD35,-4.902938,-0.26909366,9.441392774432419e-07,3.2475348956791615e-06
POLR3H,-4.904877,-0.38819954,9.348572106183094e-07,3.2168128268670873e-06
ADARB1,-4.9063416,-0.49781388,9.279077143504054e-07,3.193498321122361e-06
AHNAK,-4.90724,-0.080545016,9.236701103004269e-07,3.1795101040918895e-06
PNPLA2,-4.907868,-0.21778876,9.207185413232213e-07,3.1699443347526095e-06
DPYSL2,-4.909295,-0.18404293,9.140425114076978e-07,3.1481400397592834e-06
PET100,-4.911043,-0.026907122,9.059324689920437e-07,3.1207928823945433e-06
HDHD3,-4.9115343,-0.3426054,9.036636572690691e-07,3.1135613456778716e-06
KLK7,-4.911605,-2.1908453,9.033401105127937e-07,3.1130307374484617e-06
TMEM97,-4.9132223,-0.7923689,8.959156617074606e-07,3.089184500396372e-06
TMEM150C,-4.9135513,-1.5470667,8.94412409257685e-07,3.0845804369609985e-06
TFPI2,-4.9136257,-2.9919703,8.940734107713897e-07,3.0839905871075498e-06
ZNF552,-4.9138017,-0.48304808,8.932721715697156e-07,3.0818057764358413e-06
PRCP,-4.9138436,-0.070321426,8.930808573593611e-07,3.0817247927034823e-06
LAGE3,-4.9147725,-0.10236809,8.888557924876919e-07,3.0677220311779157e-06
CDIPT,-4.916053,-0.14733127,8.830652883274794e-07,3.0483101633729742e-06
C17orf97,-4.9188194,-1.621101,8.706765845024241e-07,3.006675337229454e-06
ZADH2,-4.9197125,-0.35662147,8.667148078017954e-07,2.993557296096457e-06
CDR2L,-4.920437,-1.0545701,8.635133125635062e-07,2.983622117421629e-06
VAPA,-4.9217424,-0.06319136,8.577703406718593e-07,2.9643367636130263e-06
ADCY4,-4.9232097,-1.1327688,8.513606362623055e-07,2.9432936626646946e-06
ARPC1A,-4.9234896,-0.09673342,8.501441353951103e-07,2.9401952288547035e-06
EMC4,-4.9261827,-0.1126815,8.385152132153728e-07,2.9010698756072093e-06
KLHDC2,-4.928253,-0.1386355,8.296808982928908e-07,2.8715873654205027e-06
ZNF414,-4.9283457,-0.3575061,8.292875301302394e-07,2.870767032564352e-06
PTGDR,-4.9301414,-0.8276921,8.217006980247187e-07,2.8455764836725503e-06
TMEM8B,-4.93056,-0.7261198,8.199424968039175e-07,2.840023426488725e-06
TSHZ3,-4.9307737,-1.0281979,8.190448969856141e-07,2.8374496893495966e-06
SLC25A5,-4.931201,-0.06627814,8.172556440985432e-07,2.831785408811729e-06
MMEL1,-4.9312434,-0.877798,8.170777029593164e-07,2.8317032283948675e-06
GPC4,-4.9343023,-1.515484,8.043773151568544e-07,2.789267588969783e-06
RORC,-4.935962,-1.409221,7.975655938768682e-07,2.766169601279406e-06
TMEM121,-4.936074,-0.8838802,7.971102736892235e-07,2.76511274045113e-06
CCT4,-4.936404,-0.061748113,7.957609631339549e-07,2.7609537120375178e-06
CDH13,-4.9373713,-0.9011166,7.918264696234009e-07,2.7478219256766705e-06
KRT6C,-4.9376316,-0.7688288,7.907695488408211e-07,2.745191848414883e-06
MRPS14,-4.938747,-0.16991504,7.86261891033682e-07,2.7300594896500447e-06
LRRIQ1,-4.940271,-3.3475027,7.80141781632246e-07,2.7098341378262713e-06
SPATS2,-4.947293,-0.1701416,7.525273016828258e-07,2.6144094202835127e-06
HSCB,-4.948976,-0.2436668,7.460487087660367e-07,2.5928828963947e-06
ZNF737,-4.9491024,-0.2807502,7.455648441122654e-07,2.5916918028673425e-06
DENND5B,-4.950238,-1.0581969,7.412271822059254e-07,2.5771013619547425e-06
PER2,-4.9514365,-0.26140156,7.366761289091982e-07,2.5617633338829146e-06
ENG,-4.95304,-0.4448212,7.30628988217264e-07,2.541697395349978e-06
PDLIM5,-4.9531007,-0.13641246,7.304009041915589e-07,2.541385446628996e-06
FAM171B,-4.95465,-1.7881846,7.24605462494991e-07,2.521698426245362e-06
TSTA3,-4.955181,-0.14342113,7.226301315486643e-07,2.5153008237658817e-06
FBXW5,-4.9554048,-0.092766896,7.217988413314006e-07,2.5128836795005396e-06
EXOSC4,-4.957348,-0.242624,7.146200698098577e-07,2.488835186225113e-06
FBXL7,-4.957772,-2.3102272,7.130620177961906e-07,2.483880043398948e-06
SPATA6L,-4.959662,-1.9450204,7.061586994229416e-07,2.460299787496135e-06
PLEC,-4.960598,-0.040316533,7.027648298088706e-07,2.4494049051102266e-06
HEBP1,-4.9623256,-0.254779,6.965416486562329e-07,2.429098045769628e-06
ZNF703,-4.9650693,-0.42300814,6.867649147442722e-07,2.3954579406572155e-06
MRTO4,-4.967601,-0.20272341,6.778638408150564e-07,2.3648599622278644e-06
CCND3,-4.967795,-0.11602566,6.771846644399641e-07,2.3629394952075596e-06
DHRS1,-4.969302,-0.3110222,6.719433964130205e-07,2.345096502858671e-06
PLAG1,-4.9702287,-1.0901954,6.687395235960358e-07,2.3348025086036917e-06
FGF9,-4.9731154,-1.3575066,6.588546997821234e-07,2.302042082340546e-06
PCBP4,-4.9744053,-0.40584162,6.544820323505021e-07,2.287199199845369e-06
MRPL15,-4.9764132,-0.18213595,6.477334356591577e-07,2.2644770777109277e-06
DBN1,-4.978724,-0.23706543,6.400477719755374e-07,2.2388868624962544e-06
BLOC1S4,-4.9793787,-0.09888078,6.37886684716191e-07,2.2321778955734675e-06
ADCY2,-4.9796386,-4.042734,6.370315557462512e-07,2.2296104451118794e-06
HDAC7,-4.9804845,-0.11319871,6.342536185497355e-07,2.2207343040029927e-06
PAWR,-4.980673,-0.04223943,6.336360621697996e-07,2.21899518167074e-06
WDFY3,-4.9807415,-0.18710263,6.334116951966849e-07,2.2186326088337146e-06
DNM1,-4.982511,-1.0539291,6.276447276318821e-07,2.1988522885039088e-06
VARS1,-4.983446,-0.31533277,6.246164883071157e-07,2.1886609430929295e-06
CCDC113,-4.983974,-1.8705856,6.229141000983892e-07,2.1835291698943344e-06
SNRNP48,-4.9843354,-0.29281813,6.217510057809263e-07,2.179868286641892e-06
MRPL3,-4.9855747,-0.097820885,6.177797171829294e-07,2.16635855370431e-06
SMARCC1,-4.9857516,-0.0813475,6.172137969530682e-07,2.1647874930000545e-06
PDCD2,-4.9885135,-0.10944337,6.084571273196953e-07,2.134890371625631e-06
CDK2AP2,-4.989343,-0.101481766,6.058494844365087e-07,2.1261472445983823e-06
ZBED1,-4.9917097,-0.20865005,5.984719453598549e-07,2.100658265867386e-06
MCTS1,-4.993115,-0.088809185,5.941311923112453e-07,2.085820807270894e-06
CD79B,-4.9936614,-0.25085494,5.924519644450168e-07,2.0803232968397307e-06
SETD6,-4.995916,-0.48748738,5.855715506714375e-07,2.0569503045491222e-06
RNF180,-4.996458,-2.2104173,5.839280169837206e-07,2.0519621664761903e-06
GHDC,-4.9982767,-0.3713919,5.784489472344166e-07,2.033097457919434e-06
PLPPR2,-5.000121,-0.46295112,5.729432888049138e-07,2.014517756749717e-06
TMEM150A,-5.000756,-0.6285097,5.710604529804505e-07,2.0086668538647608e-06
CYYR1,-5.002738,-1.775873,5.652166615377414e-07,1.988873729876288e-06
FUZ,-5.0055237,-0.5777988,5.571036517323824e-07,1.96107748264154e-06
STC2,-5.0057397,-2.0000403,5.564787148869241e-07,1.959253247179063e-06
AKR7A3,-5.005762,-2.5431504,5.564137903151661e-07,1.959253247179063e-06
TMEM14A,-5.0060277,-0.14512677,5.556470528621857e-07,1.9570756834073647e-06
APOB,-5.0077987,-7.4031897,5.505605555604708e-07,1.9395323025030324e-06
CRABP2,-5.014133,0.022504028,5.327319715831302e-07,1.8774456296041946e-06
SLC25A23,-5.0174437,-0.17860597,5.236351697043904e-07,1.8460954974927634e-06
SMAD4,-5.018801,-0.1798699,5.19949682047887e-07,1.8334542177993572e-06
LRRC32,-5.025381,-1.3897402,5.024342365398625e-07,1.7737348619704704e-06
DDX56,-5.026928,-0.24799384,4.983999091494348e-07,1.7601694040955513e-06
COL21A1,-5.032107,-1.3216764,4.85118869815497e-07,1.7142547283838223e-06
CDKN2AIP,-5.032704,-0.16622205,4.836102836264975e-07,1.7092528234198498e-06
PDZD8,-5.0331798,-0.16690859,4.824105072771641e-07,1.7053406476927243e-06
NOP56,-5.037075,-0.066716954,4.726991115406996e-07,1.6722983404621939e-06
C1orf115,-5.0371513,-1.2981448,4.7251163229025403e-07,1.671957232700203e-06
MBD4,-5.0380106,-0.09368759,4.7039521983554734e-07,1.6647892504626995e-06
RRAGB,-5.0380626,-0.3853266,4.702679240898512e-07,1.6646596017377594e-06
PIFO,-5.039129,-3.8625944,4.676559158864125e-07,1.6560521256683547e-06
MYO1B,-5.0398846,-0.18999901,4.658122005737651e-07,1.6501597172940193e-06
TBC1D19,-5.0403004,-0.43446895,4.6480162133867854e-07,1.6468974468158004e-06
AXIN2,-5.040328,-1.1989533,4.647348658564803e-07,1.6468974468158004e-06
NDUFA7,-5.0411115,-0.090467684,4.6283576816993216e-07,1.6408819346144283e-06
RBBP9,-5.0443788,-0.62342113,4.5499745365310736e-07,1.6146517677859884e-06
PYCR2,-5.048108,-0.22674821,4.462070524228513e-07,1.5852956055603662e-06
FAM234A,-5.0502615,-0.335281,4.4120554543993526e-07,1.5680535947816516e-06
ULK4,-5.051149,-0.52171606,4.3916050256284317e-07,1.5611666965259173e-06
SALL1,-5.0520597,-2.368926,4.370706155274827e-07,1.5540382594306951e-06
NEGR1,-5.0540543,-2.1530833,4.325284651158734e-07,1.5384841433538454e-06
LIMS2,-5.054068,-1.4856354,4.324969039356969e-07,1.5384841433538454e-06
MPHOSPH10,-5.054646,-0.10495405,4.311901214345695e-07,1.534615588226426e-06
DCAF16,-5.0571156,-0.21030214,4.256457245014024e-07,1.515176647454488e-06
TRAF3IP1,-5.0581474,-0.3983485,4.2334866733404547e-07,1.5075843446315765e-06
CCT8,-5.063183,-0.072297215,4.1231438249355994e-07,1.4691450372529116e-06
COPZ1,-5.0640454,-0.06876287,4.1045150746703685e-07,1.4627911740299424e-06
CSPP1,-5.064681,-0.33221978,4.0908500644551054e-07,1.4582041940100988e-06
PHF14,-5.065862,-0.11006168,4.0655579769025976e-07,1.4494700973574486e-06
CCDC92,-5.067611,-0.29138234,4.02839169966956e-07,1.4367773892314062e-06
CHCHD2,-5.0691266,-0.106527746,3.996451756774419e-07,1.425662535576746e-06
PLCD3,-5.078423,-0.8535663,3.805807569955711e-07,1.3584454275263765e-06
SOBP,-5.0785804,-1.2326118,3.8026509351684494e-07,1.3575826136618297e-06
DAPL1,-5.082686,-0.45941666,3.7213504576644197e-07,1.3293329913069339e-06
IPO4,-5.0836983,-0.74289674,3.701556918975737e-07,1.3227770842606756e-06
NKAIN4,-5.084996,-5.4293823,3.676331856169514e-07,1.314274322646582e-06
CCN4,-5.0894446,-1.7949936,3.591139010652461e-07,1.2850692530615833e-06
CCDC191,-5.091466,-0.6287714,3.5530577005743363e-07,1.2716899111158944e-06
UBXN10,-5.092585,-2.2630816,3.5321416741498394e-07,1.2644502491531526e-06
DENND11,-5.0948486,-0.4057061,3.490203659880264e-07,1.2499245055405018e-06
TEFM,-5.096012,-0.41291052,3.468831947463617e-07,1.2427555782903311e-06
FAM207A,-5.0999875,-0.19494872,3.396762264766005e-07,1.2178861929968486e-06
RSU1,-5.100432,-0.18267126,3.3887889006500133e-07,1.2154758028359554e-06
TKFC,-5.1011076,-0.48808706,3.3767119323648447e-07,1.2116436933779738e-06
ANK3,-5.1013684,-0.19508258,3.3720655418639556e-07,1.210212967438704e-06
TMTC4,-5.1064,-0.5881723,3.283541205963275e-07,1.1798258333207768e-06
DTX3,-5.1083994,-0.48434672,3.248997041074e-07,1.1676420957361464e-06
KAZN,-5.108462,-0.24599946,3.247918022470509e-07,1.1674828271452821e-06
ARL16,-5.113549,-0.16600314,3.161616628362595e-07,1.1371291461971716e-06
PCED1A,-5.1143975,-0.48284787,3.147438133634373e-07,1.1324732818275666e-06
CCDC102A,-5.115335,-0.40922418,3.1318445906011756e-07,1.1273044212512876e-06
SLC39A13,-5.1161184,-0.4456517,3.118869119320156e-07,1.1228540372517133e-06
SLC2A11,-5.1204467,-0.6635662,3.0481248820053374e-07,1.097815240457042e-06
ZNF107,-5.122665,-0.20395027,3.0124769009579213e-07,1.0856150810301942e-06
ZNF248,-5.122866,-0.46951434,3.009261063106435e-07,1.085095097794526e-06
C6orf89,-5.1251335,-0.12999935,2.973266570466814e-07,1.0723266057815983e-06
CCDC24,-5.125137,-1.2010574,2.9732196771112625e-07,1.0723266057815983e-06
LHPP,-5.126461,-0.47188866,2.9523879178558796e-07,1.0652150630723484e-06
RAB4A,-5.1273384,-0.13973574,2.93867311845226e-07,1.0608921967735341e-06
MYLPF,-5.13141,-1.0139883,2.875797854704819e-07,1.0388063035655163e-06
KHDRBS3,-5.1324587,-1.45357,2.8598117509573817e-07,1.033438369599065e-06
PRKAA2,-5.1354923,-0.9033784,2.814067023361525e-07,1.0175085588015156e-06
AKAP1,-5.1362762,-0.36405164,2.802354184169696e-07,1.0138724172520155e-06
PSMF1,-5.1380606,-0.14133547,2.7758834984555083e-07,1.0044934354580526e-06
DDX54,-5.139363,-0.1878149,2.75671829977049e-07,9.977548728974172e-07
SPATA33,-5.1455803,-0.5084119,2.6669514535996723e-07,9.662173567392184e-07
LRP10,-5.148626,-0.02582844,2.624016431412602e-07,9.512253839519602e-07
NPM1,-5.1492896,-0.12902561,2.6147481730085835e-07,9.480527489062124e-07
ATP10D,-5.1499596,-0.20038277,2.605423820733388e-07,9.450451752762888e-07
GLRX2,-5.1517596,-0.16007288,2.580534995798254e-07,9.362023919749406e-07
IL18R1,-5.1532884,-0.3869534,2.5595809972202704e-07,9.287839266790787e-07
LMF1,-5.1544213,-0.5621162,2.544156239881754e-07,9.235518529155573e-07
MCRS1,-5.1545873,-0.2572313,2.5419031855744055e-07,9.229164403862302e-07
CASC4,-5.1556277,-0.09080725,2.527823858169685e-07,9.179860336205218e-07
WASHC1,-5.15775,-0.35742748,2.4993455542530215e-07,9.078236146714089e-07
DERL2,-5.1583285,-0.10644728,2.4916394305513443e-07,9.05203632456534e-07
DUSP6,-5.1594357,0.032120083,2.4769518929009607e-07,9.000457887503372e-07
KCTD14,-5.1602187,-1.7080588,2.466612014061689e-07,8.966435001026861e-07
TRIM13,-5.163796,-0.22148766,2.419915179588595e-07,8.798428240084396e-07
LRIG3,-5.1662965,-0.8110952,2.3877818458910427e-07,8.688478492351453e-07
LGALS7,-5.170202,-0.9223111,2.3384110313181422e-07,8.51389350506294e-07
MBIP,-5.1714315,-0.26240757,2.3230748185387161e-07,8.4614117721066e-07
IRX3,-5.172274,-0.26439855,2.3126203559607103e-07,8.425004435673533e-07
COL9A2,-5.173099,-0.6793294,2.302426556508291e-07,8.38953244771755e-07
GALNT10,-5.1735806,-0.3173164,2.2964973821481923e-07,8.369588811755251e-07
PNMA2,-5.1763315,-3.3196666,2.2629144388305595e-07,8.250471010994421e-07
RASL12,-5.1790323,-2.9444664,2.2303967503236217e-07,8.136760328371154e-07
GLG1,-5.180853,-0.08274469,2.208736480667238e-07,8.059342313499832e-07
SINHCAF,-5.18154,-0.13567927,2.2006154442706373e-07,8.031305937637282e-07
BEX2,-5.182631,-0.15365,2.1877741626321387e-07,7.987616106599464e-07
CPE,-5.1837206,-0.6863407,2.1750248057168697e-07,7.944227264326128e-07
SNCA,-5.1844487,-1.3417556,2.1665486018969303e-07,7.914842594395053e-07
CDH17,-5.1853004,-4.4124517,2.1566724556216995e-07,7.880330936849756e-07
NLGN4X,-5.1856956,-2.0965507,2.1521013675284447e-07,7.865193712020257e-07
UQCRFS1,-5.190426,-0.08649589,2.098138701550198e-07,7.671032397284584e-07
EXOSC8,-5.1907964,-0.18681528,2.093967450499035e-07,7.657306584069465e-07
NHLRC2,-5.19284,-0.34396622,2.0711012631452807e-07,7.575197269444321e-07
LSM4,-5.194293,-0.11627398,2.0549915237860885e-07,7.520769258169498e-07
MTRES1,-5.1960278,-0.28932363,2.0359208898733457e-07,7.453946851239183e-07
NUP54,-5.1962123,-0.18170877,2.0339012002722897e-07,7.448037482688374e-07
KCTD6,-5.1991973,-0.5817041,2.0015123470047492e-07,7.330893318043925e-07
GSTZ1,-5.2003865,-0.3749079,1.9887461615182364e-07,7.285588242545159e-07
DPY30,-5.202973,-0.10795245,1.9612561633711094e-07,7.187749384362662e-07
B4GAT1,-5.2030454,-0.80037194,1.9604916127910187e-07,7.18638181322737e-07
RIC3,-5.204477,-0.13967422,1.9454379881155977e-07,7.135474810185875e-07
TMEM101,-5.205174,-0.29534283,1.9381498735471548e-07,7.110163801838024e-07
SREK1IP1,-5.2074,-0.10483108,1.9150538711998737e-07,7.031054614897196e-07
PWWP3B,-5.207761,-2.9610622,1.911330576559651e-07,7.020192181678685e-07
LDLRAD3,-5.2135143,-1.3932228,1.8529607987583079e-07,6.807165511404821e-07
YIPF5,-5.2137823,-0.13527127,1.8502881609276792e-07,6.798707409004027e-07
FZD10,-5.214633,-1.3417566,1.841814617452156e-07,6.770281920127935e-07
GEMIN8,-5.216904,-0.44235644,1.8193826462293e-07,6.689163950223504e-07
LPAR1,-5.2189236,-1.028663,1.799660009533793e-07,6.61930237080328e-07
PTPRR,-5.222956,-2.7305439,1.760891233432784e-07,6.481901350653437e-07
MRPL45,-5.22406,-0.3817049,1.7504214829444178e-07,6.444653869729788e-07
USP40,-5.22801,-0.4472187,1.7134428607166646e-07,6.311037987084991e-07
FAM174A,-5.229208,-0.1594436,1.7023788357401177e-07,6.27280309111465e-07
LMF2,-5.237368,-0.20940739,1.6288250928845962e-07,6.009012965733187e-07
RAB13,-5.24025,-0.11921311,1.6035898548769442e-07,5.917104767965349e-07
NANS,-5.240935,-0.100557074,1.5976515125188123e-07,5.897563212979074e-07
NSL1,-5.241764,-0.1849529,1.5904866368228028e-07,5.872295423025032e-07
BRD3OS,-5.242143,-0.8652467,1.5872202533827224e-07,5.861414133620307e-07
SLC38A2,-5.2443957,-0.03393243,1.5679519869491025e-07,5.792588819390839e-07
HMGB3,-5.2444587,-0.3865165,1.5674182891354962e-07,5.791782492818846e-07
FYCO1,-5.24525,-0.25635985,1.560703698772347e-07,5.768132168510279e-07
PLOD3,-5.2456217,-0.32070303,1.5575608164571866e-07,5.757675488417636e-07
CIRBP,-5.2501063,-0.0661415,1.5201134629043458e-07,5.623776605356981e-07
ESYT1,-5.2505703,-0.2934362,1.5162896172063758e-07,5.610760512197958e-07
BRD9,-5.252563,-0.22276407,1.4999715780474936e-07,5.551497307907686e-07
HSP90AB1,-5.25502,-0.14329435,1.4800834348166678e-07,5.478994344086459e-07
MEF2C,-5.255209,-0.31751966,1.47856671133891e-07,5.474483441599864e-07
CDC40,-5.2558637,-0.107575186,1.4733146164393693e-07,5.456137489399608e-07
TMED2,-5.258964,-0.05841549,1.448690847907918e-07,5.369279906830296e-07
EIF1B,-5.2604547,-0.03161915,1.4369952863276533e-07,5.327007965326478e-07
NRXN2,-5.260782,-2.2817318,1.4344428341627642e-07,5.318619724972236e-07
PDE4A,-5.2653894,-0.20906292,1.398926644531058e-07,5.189028711158536e-07
ANO5,-5.2705927,-2.2271388,1.3598390319293354e-07,5.047100154690626e-07
ICA1,-5.2716975,-0.3844146,1.3516766864730186e-07,5.01781957952509e-07
CYP20A1,-5.271955,-0.070764445,1.3497804725677266e-07,5.011793580751471e-07
EDIL3,-5.2728677,-1.7215954,1.3430844253227413e-07,4.988948641179618e-07
FAM110B,-5.2731338,-1.585308,1.3411374154979793e-07,4.982724420469122e-07
DGUOK,-5.2767267,-0.08298175,1.3151191945669247e-07,4.890016916047652e-07
DCHS1,-5.282215,-1.6276358,1.2763107090227292e-07,4.7476379514518494e-07
MAP7D3,-5.2831416,-0.33926955,1.2698710048431599e-07,4.724640632203699e-07
ACACB,-5.287193,-1.0257043,1.2420769875315656e-07,4.622167727617972e-07
FMO5,-5.292938,-1.4097415,1.2036668350713466e-07,4.486505635149207e-07
NLRX1,-5.2979984,-0.77738065,1.1707898461681735e-07,4.3657336241863996e-07
AFF1,-5.3018575,-0.08554951,1.1463042128746983e-07,4.277904807437467e-07
GMDS,-5.304948,-0.35963053,1.1270507098219017e-07,4.206907518406168e-07
CCDC106,-5.30495,-0.6506207,1.1270369403168667e-07,4.206907518406168e-07
CEBPZ,-5.3117743,-0.075942345,1.0856315361467483e-07,4.056426665687921e-07
ZNF675,-5.311921,-0.1962793,1.0847543203952318e-07,4.0539739622993794e-07
PBLD,-5.31307,-1.5767688,1.0779370793585232e-07,4.0293165134572156e-07
UPF3A,-5.319905,-0.092146516,1.0382161005682507e-07,3.885586184780606e-07
MRPS27,-5.324016,-0.3299291,1.015008590339653e-07,3.800279919907498e-07
GPD1L,-5.324165,-0.58551455,1.0141794124983535e-07,3.797949865976395e-07
TCF12,-5.325399,-0.21526173,1.0073163189596811e-07,3.773781559916804e-07
LANCL1,-5.3275194,-0.43489155,9.956311885112287e-08,3.7307722963785044e-07
ZNF429,-5.328761,-0.21853131,9.888502091771954e-08,3.7061193489900973e-07
TOMM22,-5.329413,-0.10580901,9.853067273989003e-08,3.6935926545061676e-07
TIMMDC1,-5.332016,-0.14578822,9.712841306148176e-08,3.641770047420598e-07
NAPG,-5.332099,-0.18594165,9.708410756431851e-08,3.6408523263653027e-07
ZNF608,-5.334305,-0.9007388,9.591122519069284e-08,3.599072155582079e-07
ZNF134,-5.33551,-0.53688234,9.52765288918408e-08,3.5767171273422384e-07
JAG1,-5.335712,-0.19806963,9.517037909614129e-08,3.5734628437305727e-07
ARHGEF12,-5.335905,-0.13303986,9.506911243360065e-08,3.570390618517778e-07
NUDT16,-5.336244,-0.2573689,9.489166098832405e-08,3.564455375218122e-07
PMPCB,-5.336367,-0.13704723,9.482737158350361e-08,3.562769326058338e-07
PRXL2B,-5.3373704,-0.35623047,9.430423922925073e-08,3.5438398208929037e-07
WDR54,-5.3392544,-0.3263744,9.332951200708189e-08,3.5079287000246276e-07
GNPDA2,-5.3408666,-0.29394972,9.250338460638792e-08,3.4797267870475077e-07
RETREG2,-5.3411775,-0.14177822,9.234485815201026e-08,3.475899837082945e-07
SAMD5,-5.3419094,-1.4872397,9.197259212443413e-08,3.463307555366561e-07
CEP70,-5.3422666,-0.43818495,9.179142560323239e-08,3.457194595899385e-07
FOXP1,-5.343745,-0.11633959,9.104547215860244e-08,3.4312108257473306e-07
